# We charge an empty 20 cell (24V) battery, same as the
# real one we'll be using.  The temperatures seem wrong on the 
# high-side, cause it says its approx. 120F, but it's far too
# hot to touch.  Seems like different temperature sensors
# are giving us very different values.
# 
# The anomoly at 22:42.39 is caused by me realizing that the
# desktop power-supply won't be sufficient to charge the 24V
# battery, so I switched to the giant 32V brick.

22:50.21 E:  0,B:237,B:29.40V@1.98,D:31.22V@1.92,T:22.1
22:50.31 E:  0,B:237,B:29.39V@1.99,D:31.22V@1.91,T:22.2
22:50.41 E:  0,B:237,B:29.39V@1.98,D:31.22V@1.92,T:22.2
22:50.51 E:  0,B:237,B:29.39V@1.98,D:31.22V@1.92,T:22.2
22:51.01 E:  0,B:237,B:29.39V@1.97,D:31.22V@1.92,T:22.2
22:51.11 E:  0,B:237,B:29.40V@1.98,D:31.22V@1.92,T:22.2
22:51.21 E:  0,B:237,B:29.40V@1.96,D:31.22V@1.90,T:22.2
22:51.31 E:  0,B:237,B:29.39V@1.96,D:31.22V@1.89,T:22.3
22:51.41 E:  0,B:237,B:29.40V@1.97,D:31.22V@1.89,T:22.3
22:51.51 E:  0,B:237,B:29.39V@1.95,D:31.22V@1.88,T:22.3
22:52.01 E:  0,B:237,B:29.40V@1.95,D:31.22V@1.89,T:22.3
22:52.11 E:  0,B:237,B:29.40V@1.95,D:31.22V@1.88,T:22.3
22:52.21 E:  0,B:237,B:29.41V@1.95,D:31.22V@1.88,T:22.4
22:52.31 E:  0,B:237,B:29.40V@1.94,D:31.22V@1.88,T:22.4
22:52.41 E:  0,B:237,B:29.40V@1.94,D:31.22V@1.88,T:22.4
22:52.51 E:  0,B:237,B:29.40V@1.94,D:31.22V@1.87,T:22.4
22:53.01 E:  0,B:237,B:29.41V@1.93,D:31.22V@1.87,T:22.4
22:53.11 E:  0,B:237,B:29.42V@1.93,D:31.22V@1.87,T:22.5
22:53.21 E:  0,B:237,B:29.41V@1.92,D:31.22V@1.86,T:22.5
22:53.31 E:  0,B:237,B:29.41V@1.94,D:31.22V@1.87,T:22.5
22:53.41 E:  0,B:237,B:29.41V@1.92,D:31.22V@1.86,T:22.5
22:53.51 E:  0,B:237,B:29.42V@1.91,D:31.22V@1.86,T:22.5
22:54.01 E:  0,B:237,B:29.41V@1.91,D:31.22V@1.85,T:22.6
22:54.11 E:  0,B:237,B:29.42V@1.92,D:31.22V@1.86,T:22.6
22:54.21 E:  0,B:237,B:29.42V@1.91,D:31.22V@1.85,T:22.6
22:54.31 E:  0,B:238,B:29.48V@2.11,D:31.22V@2.04,T:22.6
22:54.41 E:  0,B:238,B:29.48V@2.10,D:31.22V@2.03,T:22.6
22:54.51 E:  0,B:238,B:29.48V@2.09,D:31.22V@2.01,T:22.6
22:55.01 E:  0,B:238,B:29.49V@2.07,D:31.22V@2.01,T:22.6
22:55.11 E:  0,B:238,B:29.49V@2.07,D:31.22V@2.01,T:22.6
22:55.21 E:  0,B:238,B:29.49V@2.06,D:31.22V@1.99,T:22.6
22:55.32 E:  0,B:238,B:29.49V@2.06,D:31.22V@2.00,T:22.6
22:55.42 E:  0,B:238,B:29.50V@2.06,D:31.22V@1.99,T:22.7
22:55.52 E:  0,B:238,B:29.49V@2.05,D:31.22V@1.99,T:22.7
22:56.02 E:  0,B:238,B:29.49V@2.07,D:31.22V@2.00,T:22.7
22:56.12 E:  0,B:238,B:29.49V@2.05,D:31.22V@1.98,T:22.7
22:56.22 E:  0,B:238,B:29.50V@2.05,D:31.22V@1.98,T:22.7
22:56.32 E:  0,B:238,B:29.49V@2.06,D:31.22V@1.99,T:22.7
22:56.42 E:  0,B:238,B:29.49V@2.05,D:31.22V@1.98,T:22.7
22:56.52 E:  0,B:238,B:29.50V@2.05,D:31.22V@1.97,T:22.8
22:57.02 E:  0,B:238,B:29.50V@2.05,D:31.22V@1.99,T:22.8
22:57.12 E:  0,B:238,B:29.50V@2.05,D:31.22V@1.97,T:22.8
22:57.22 E:  0,B:238,B:29.50V@2.04,D:31.22V@1.98,T:22.8
22:57.32 E:  0,B:238,B:29.51V@2.03,D:31.22V@1.97,T:22.8
22:57.42 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.97,T:22.9
22:57.52 E:  0,B:238,B:29.50V@2.04,D:31.22V@1.97,T:22.9
22:58.02 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.97,T:22.9
22:58.12 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.97,T:22.9
22:58.22 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.97,T:22.9
22:58.32 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.96,T:23.0
22:58.42 E:  0,B:238,B:29.51V@2.04,D:31.22V@1.96,T:23.0
22:58.52 E:  0,B:238,B:29.50V@2.02,D:31.22V@1.97,T:23.0
22:59.02 E:  0,B:238,B:29.50V@2.04,D:31.22V@1.97,T:23.0
22:59.12 E:  0,B:238,B:29.50V@2.04,D:31.22V@1.96,T:23.0
22:59.22 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.97,T:23.0
22:59.32 E:  0,B:238,B:29.50V@2.04,D:31.22V@1.97,T:23.0
22:59.42 E:  0,B:238,B:29.50V@2.04,D:31.22V@1.98,T:23.1
22:59.52 E:  0,B:238,B:29.50V@2.05,D:31.22V@1.97,T:23.1
23:00.02 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.96,T:23.1
23:00.12 E:  0,B:238,B:29.51V@2.03,D:31.22V@1.98,T:23.1
23:00.22 E:  0,B:238,B:29.50V@2.04,D:31.22V@1.98,T:23.1
23:00.32 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.96,T:23.2
23:00.42 E:  0,B:238,B:29.50V@2.04,D:31.22V@1.97,T:23.2
23:00.53 E:  0,B:238,B:29.49V@2.04,D:31.22V@1.97,T:23.2
23:01.03 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.97,T:23.2
23:01.13 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.96,T:23.2
